Type,Section,W,Massa linear,Area,d,bf,b2,tw,t,y,yp,bf/2tf,b/t,Ix,Iy,J2,J,ro,H3
HSS,HSS304.8X76.2X4.8,27.4,0.0,3240,–,–,63.0,–,–,–,–,–,–,33100000,3630000,11200,11200000,–,–
HSS,HSS304.8X50.8X7.9,41.0,0.0,4900,–,–,28.7,–,–,–,–,–,–,43300000,2120000,7330,7330000,–,–
HSS,HSS304.8X50.8X6.4,33.3,0.0,3980,–,–,33.0,–,–,–,–,–,–,36200000,1840000,6290,6290000,–,–
HSS,HSS304.8X50.8X4.8,25.4,0.0,3010,–,–,37.6,–,–,–,–,–,–,28100000,1480000,4990,4990000,–,–
HSS,HSS254X254X19.0,133,0.1,15900,–,–,201,–,–,–,–,–,–,144000000,144000000,241000,241000000,–,–
HSS,HSS254X254X15.9,113,0.1,13500,–,–,210,–,–,–,–,–,–,127000000,127000000,207000,207000000,–,–
HSS,HSS254X254X12.7,92.7,0.1,11100,–,–,218,–,–,–,–,–,–,107000000,107000000,171000,171000000,–,–
HSS,HSS254X254X9.5,71.2,0.1,8520,–,–,227,–,–,–,–,–,–,84100000,84100000,133000,133000000,–,–
HSS,HSS254X254X7.9,60.0,0.1,7160,–,–,232,–,–,–,–,–,–,71600000,71600000,113000,113000000,–,–
HSS,HSS254X254X6.4,48.5,0.0,5780,–,–,236,–,–,–,–,–,–,58700000,58700000,91600,91600000,–,–
HSS,HSS254X254X4.8,36.8,0.0,4360,–,–,241,–,–,–,–,–,–,45000000,45000000,69500,69500000,–,–
HSS,HSS254X203.2X15.9,101,0.1,12100,–,–,159,–,–,–,–,–,–,105000000,74100000,144000,144000000,–,–
HSS,HSS254X203.2X12.7,82.6,0.1,9870,–,–,168,–,–,–,–,–,–,89100000,62900000,120000,120000000,–,–
HSS,HSS254X203.2X9.5,63.6,0.1,7610,–,–,177,–,–,–,–,–,–,70300000,49900000,93200,93200000,–,–
HSS,HSS254X203.2X7.9,53.7,0.1,6400,–,–,181,–,–,–,–,–,–,60400000,42900000,79100,79100000,–,–
HSS,HSS254X203.2X6.4,43.4,0.0,5180,–,–,185,–,–,–,–,–,–,49500000,35300000,64500,64500000,–,–
HSS,HSS254X203.2X4.8,33.1,0.0,3910,–,–,190,–,–,–,–,–,–,38000000,27100000,49100,49100000,–,–
HSS,HSS254X152.4X15.9,88.0,0.1,10600,–,–,108,–,–,–,–,–,–,83700000,37200000,87000,87000000,–,–
HSS,HSS254X152.4X12.7,72.5,0.1,8710,–,–,117,–,–,–,–,–,–,71200000,32000000,73300,73300000,–,–
HSS,HSS254X152.4X9.5,56.0,0.1,6710,–,–,126,–,–,–,–,–,–,57000000,25700000,57900,57900000,–,–
HSS,HSS254X152.4X7.9,47.4,0.0,5650,–,–,130,–,–,–,–,–,–,49100000,22200000,49100,49100000,–,–
HSS,HSS254X152.4X6.4,38.4,0.0,4580,–,–,135,–,–,–,–,–,–,40300000,18400000,40200,40200000,–,–
HSS,HSS254X152.4X4.8,29.3,0.0,3460,–,–,139,–,–,–,–,–,–,31100000,14200000,30700,30700000,–,–
HSS,HSS254X127X9.5,52.2,0.1,6240,–,–,100,–,–,–,–,–,–,49900000,16900000,41600,41600000,–,–
HSS,HSS254X127X7.9,44.2,0.0,5270,–,–,105,–,–,–,–,–,–,43300000,14700000,35800,35800000,–,–
HSS,HSS254X127X6.4,35.8,0.0,4280,–,–,109,–,–,–,–,–,–,35700000,12200000,29400,29400000,–,–
HSS,HSS254X101.6X15.9,75.3,0.1,9030,–,–,57.4,–,–,–,–,–,–,62000000,13900000,39800,39800000,–,–
HSS,HSS254X101.6X12.7,62.4,0.1,7480,–,–,66.0,–,–,–,–,–,–,53700000,12300000,34400,34400000,–,–
HSS,HSS254X101.6X9.5,48.4,0.0,5790,–,–,74.9,–,–,–,–,–,–,43300000,10100000,27700,27700000,–,–
HSS,HSS254X101.6X7.9,41.0,0.0,4900,–,–,79.5,–,–,–,–,–,–,37500000,8820000,23900,23900000,–,–
HSS,HSS254X101.6X6.4,33.3,0.0,3980,–,–,83.8,–,–,–,–,–,–,31100000,7370000,19700,19700000,–,–
HSS,HSS254X101.6X4.8,25.4,0.0,3010,–,–,88.4,–,–,–,–,–,–,24100000,5790000,15200,15200000,–,–
HSS,HSS254X101.6X3.2,17.2,0.0,2040,–,–,92.7,–,–,–,–,–,–,16600000,4020000,10400,10400000,–,–
HSS,HSS254X88.9X9.5,46.5,0.0,5560,–,–,62.2,–,–,–,–,–,–,40000000,7410000,21400,21400000,–,–
HSS,HSS254X88.9X7.9,39.5,0.0,4710,–,–,66.8,–,–,–,–,–,–,34600000,6490000,18600,18600000,–,–
HSS,HSS254X88.9X6.4,32.0,0.0,3830,–,–,71.1,–,–,–,–,–,–,28800000,5450000,15400,15400000,–,–
HSS,HSS254X88.9X4.8,24.5,0.0,2900,–,–,75.7,–,–,–,–,–,–,22300000,4290000,11900,11900000,–,–
HSS,HSS254X76.2X9.5,44.6,0.0,5340,–,–,49.5,–,–,–,–,–,–,36600000,5160000,15700,15700000,–,–
HSS,HSS254X76.2X7.9,37.9,0.0,4520,–,–,54.1,–,–,–,–,–,–,31800000,4580000,13700,13700000,–,–
HSS,HSS254X76.2X6.4,30.8,0.0,3680,–,–,58.4,–,–,–,–,–,–,26500000,3860000,11500,11500000,–,–
HSS,HSS254X76.2X4.8,23.5,0.0,2790,–,–,63.0,–,–,–,–,–,–,20600000,3050000,8950,8950000,–,–
HSS,HSS254X76.2X3.2,15.9,0.0,1890,–,–,67.3,–,–,–,–,–,–,14200000,2150000,6200,6200000,–,–
HSS,HSS254X50.8X9.5,40.8,0.0,4890,–,–,24.2,–,–,–,–,–,–,29800000,1960000,6620,6620000,–,–
HSS,HSS254X50.8X7.9,34.7,0.0,4150,–,–,28.7,–,–,–,–,–,–,26100000,1760000,5910,5910000,–,–
HSS,HSS254X50.8X6.4,28.3,0.0,3380,–,–,33.0,–,–,–,–,–,–,21900000,1530000,5080,5080000,–,–
HSS,HSS254X50.8X4.8,21.6,0.0,2570,–,–,37.6,–,–,–,–,–,–,17100000,1240000,4050,4050000,–,–
HSS,HSS254X50.8X3.2,14.7,0.0,1740,–,–,41.9,–,–,–,–,–,–,11900000,891000,2870,2870000,–,–
HSS,HSS228.6X228.6X15.9,101,0.1,12100,–,–,184,–,–,–,–,–,–,89900000,89900000,148000,148000000,–,–
HSS,HSS228.6X228.6X12.7,82.6,0.1,9870,–,–,193,–,–,–,–,–,–,76200000,76200000,123000,123000000,–,–
HSS,HSS228.6X228.6X9.5,63.6,0.1,7610,–,–,202,–,–,–,–,–,–,60400000,60400000,96100,96100000,–,–
HSS,HSS228.6X228.6X7.9,53.6,0.1,6400,–,–,207,–,–,–,–,–,–,51600000,51600000,81600,81600000,–,–
HSS,HSS228.6X228.6X6.4,43.4,0.0,5180,–,–,211,–,–,–,–,–,–,42500000,42500000,66200,66200000,–,–
HSS,HSS228.6X228.6X74.8,33.0,0.0,3910,–,–,215,–,–,–,–,–,–,32500000,32500000,50400,50400000,–,–
HSS,HSS228.6X228.6X3.2,22.3,0.0,2640,–,–,220,–,–,–,–,–,–,22300000,22300000,34100,34100000,–,–
HSS,HSS228.6X177.8X15.9,88.0,0.1,10600,–,–,134,–,–,–,–,–,–,72400000,48700000,97800,97800000,–,–
HSS,HSS228.6X177.8X12.7,72.5,0.1,8710,–,–,142,–,–,–,–,–,–,62000000,41600000,82000,82000000,–,–
HSS,HSS228.6X177.8X9.5,56.0,0.1,6710,–,–,151,–,–,–,–,–,–,49500000,33500000,64100,64100000,–,–
HSS,HSS228.6X177.8X7.9,47.4,0.0,5650,–,–,156,–,–,–,–,–,–,42500000,28800000,54500,54500000,–,–
HSS,HSS228.6X177.8X6.4,38.4,0.0,4580,–,–,160,–,–,–,–,–,–,35000000,23800000,44500,44500000,–,–
HSS,HSS228.6X177.8X4.8,29.3,0.0,3460,–,–,165,–,–,–,–,–,–,26900000,18400000,34000,34000000,–,–
HSS,HSS228.6X127X15.9,75.3,0.1,9030,–,–,82.8,–,–,–,–,–,–,55400000,21600000,53300,53300000,–,–
HSS,HSS228.6X127X12.7,62.4,0.1,7480,–,–,91.4,–,–,–,–,–,–,47900000,18800000,45400,45400000,–,–
HSS,HSS228.6X127X9.5,48.4,0.0,5790,–,–,100,–,–,–,–,–,–,38500000,15300000,36200,36200000,–,–
HSS,HSS228.6X127X7.9,41.0,0.0,4900,–,–,105,–,–,–,–,–,–,33200000,13300000,31000,31000000,–,–
HSS,HSS228.6X127X6.4,33.3,0.0,3980,–,–,109,–,–,–,–,–,–,27500000,11100000,25500,25500000,–,–
HSS,HSS228.6X127X4.8,25.4,0.0,3010,–,–,114,–,–,–,–,–,–,21300000,8620000,19500,19500000,–,–
HSS,HSS228.6X76.2X12.7,52.2,0.1,6280,–,–,40.6,–,–,–,–,–,–,33600000,5490000,16600,16600000,–,–
HSS,HSS228.6X76.2X9.5,40.8,0.0,4890,–,–,49.5,–,–,–,–,–,–,27600000,4660000,13800,13800000,–,–
HSS,HSS228.6X76.2X7.9,34.7,0.0,4150,–,–,54.1,–,–,–,–,–,–,24000000,4110000,12000,12000000,–,–
HSS,HSS228.6X76.2X6.4,28.3,0.0,3380,–,–,58.4,–,–,–,–,–,–,20100000,3490000,10100,10100000,–,–
HSS,HSS228.6X76.2X4.8,21.6,0.0,2570,–,–,63.0,–,–,–,–,–,–,15700000,2760000,7870,7870000,–,–
HSS,HSS203.2X203.2X15.9,88.0,0.1,10600,–,–,159,–,–,–,–,–,–,60800000,60800000,102000,102000000,–,–
HSS,HSS203.2X203.2X12.7,72.5,0.1,8710,–,–,168,–,–,–,–,–,–,52000000,52000000,84900,84900000,–,–
HSS,HSS203.2X203.2X9.5,56.0,0.1,6710,–,–,177,–,–,–,–,–,–,41600000,41600000,66600,66600000,–,–
HSS,HSS203.2X203.2X7.9,47.3,0.0,5650,–,–,181,–,–,–,–,–,–,35600000,35600000,56600,56600000,–,–
HSS,HSS203.2X203.2X6.4,38.4,0.0,4580,–,–,185,–,–,–,–,–,–,29400000,29400000,46200,46200000,–,–
HSS,HSS203.2X203.2X4.8,29.2,0.0,3460,–,–,190,–,–,–,–,–,–,22600000,22600000,35200,35200000,–,–
HSS,HSS203.2X203.2X3.2,19.7,0.0,2340,–,–,194,–,–,–,–,–,–,15600000,15600000,23900,23900000,–,–
HSS,HSS203.2X152.4X15.9,75.3,0.1,9030,–,–,108,–,–,–,–,–,–,47500000,30100000,62400,62400000,–,–
HSS,HSS203.2X152.4X12.7,62.4,0.1,7480,–,–,117,–,–,–,–,–,–,40900000,26000000,52900,52900000,–,–
HSS,HSS203.2X152.4X9.5,48.4,0.0,5790,–,–,126,–,–,–,–,–,–,32900000,21100000,41600,41600000,–,–
HSS,HSS203.2X152.4X7.9,41.0,0.0,4900,–,–,130,–,–,–,–,–,–,28400000,18200000,35700,35700000,–,–
HSS,HSS203.2X152.4X6.4,33.3,0.0,3980,–,–,135,–,–,–,–,–,–,23600000,15200000,29300,29300000,–,–
HSS,HSS203.2X152.4X4.8,25.4,0.0,3010,–,–,139,–,–,–,–,–,–,18200000,11700000,22400,22400000,–,–
HSS,HSS203.2X101.6X15.9,62.6,0.1,7550,–,–,57.4,–,–,–,–,–,–,34100000,11100000,29300,29300000,–,–
HSS,HSS203.2X101.6X12.7,52.2,0.1,6280,–,–,66.0,–,–,–,–,–,–,29900000,9820000,25400,25400000,–,–
HSS,HSS203.2X101.6X9.5,40.8,0.0,4890,–,–,74.9,–,–,–,–,–,–,24400000,8160000,20500,20500000,–,–
HSS,HSS203.2X101.6X7.9,34.7,0.0,4150,–,–,79.5,–,–,–,–,–,–,21200000,7160000,17700,17700000,–,–
HSS,HSS203.2X101.6X6.4,28.3,0.0,3380,–,–,83.8,–,–,–,–,–,–,17700000,5990000,14700,14700000,–,–
HSS,HSS203.2X101.6X4.8,21.6,0.0,2570,–,–,88.4,–,–,–,–,–,–,13800000,4700000,11300,11300000,–,–
HSS,HSS203.2X101.6X3.2,14.7,0.0,1740,–,–,92.7,–,–,–,–,–,–,9530000,3290000,7780,7780000,–,–
HSS,HSS203.2X76.2X12.7,47.2,0.0,5680,–,–,40.6,–,–,–,–,–,–,24400000,4870000,14300,14300000,–,–
HSS,HSS203.2X76.2X9.5,37.0,0.0,4440,–,–,49.5,–,–,–,–,–,–,20200000,4160000,11900,11900000,–,–
HSS,HSS203.2X76.2X7.9,31.5,0.0,3770,–,–,54.1,–,–,–,–,–,–,17600000,3670000,10400,10400000,–,–
HSS,HSS203.2X76.2X6.4,25.7,0.0,3080,–,–,58.4,–,–,–,–,–,–,14800000,3120000,8660,8660000,–,–
HSS,HSS203.2X76.2X4.8,19.7,0.0,2340,–,–,63.0,–,–,–,–,–,–,11600000,2470000,6740,6740000,–,–
HSS,HSS203.2X76.2X3.2,13.4,0.0,1590,–,–,67.3,–,–,–,–,–,–,8030000,1750000,4700,4700000,–,–
HSS,HSS203.2X50.8X12.7,42.3,0.0,5080,–,–,15.4,–,–,–,–,–,–,18900000,1740000,5660,5660000,–,–
HSS,HSS203.2X50.8X9.5,33.2,0.0,3990,–,–,24.2,–,–,–,–,–,–,15900000,1550000,5040,5040000,–,–
HSS,HSS203.2X50.8X7.9,28.4,0.0,3390,–,–,28.7,–,–,–,–,–,–,14000000,1410000,4540,4540000,–,–
HSS,HSS203.2X50.8X6.4,23.2,0.0,2770,–,–,33.0,–,–,–,–,–,–,11900000,1220000,3900,3900000,–,–
HSS,HSS203.2X50.8X4.8,17.8,0.0,2120,–,–,37.6,–,–,–,–,–,–,9320000,995000,3110,3110000,–,–
HSS,HSS203.2X50.8X3.2,12.1,0.0,1440,–,–,41.9,–,–,–,–,–,–,6530000,716000,2210,2210000,–,–
HSS,HSS177.8X177.8X15.9,75.3,0.1,9030,–,–,134,–,–,–,–,–,–,38900000,38900000,65800,65800000,–,–
HSS,HSS177.8X177.8X12.7,62.4,0.1,7480,–,–,142,–,–,–,–,–,–,33500000,33500000,55400,55400000,–,–
HSS,HSS177.8X177.8X9.5,48.4,0.0,5790,–,–,151,–,–,–,–,–,–,27100000,27100000,43700,43700000,–,–
HSS,HSS177.8X177.8X7.9,41.0,0.0,4900,–,–,156,–,–,–,–,–,–,23400000,23400000,37300,37300000,–,–
HSS,HSS177.8X177.8X6.4,33.3,0.0,3980,–,–,160,–,–,–,–,–,–,19400000,19400000,30600,30600000,–,–
HSS,HSS177.8X177.8X4.8,25.4,0.0,3010,–,–,165,–,–,–,–,–,–,15000000,15000000,23400,23400000,–,–
HSS,HSS177.8X177.8X3.2,17.2,0.0,2040,–,–,169,–,–,–,–,–,–,10300000,10300000,15900,15900000,–,–
HSS,HSS177.8X127X12.7,52.2,0.1,6280,–,–,91.4,–,–,–,–,–,–,25200000,14800000,31600,31600000,–,–
HSS,HSS177.8X127X9.5,40.8,0.0,4890,–,–,100,–,–,–,–,–,–,20600000,12200000,25200,25200000,–,–
HSS,HSS177.8X127X7.9,34.7,0.0,4150,–,–,105,–,–,–,–,–,–,17900000,10600000,21700,21700000,–,–
HSS,HSS177.8X127X6.4,28.3,0.0,3380,–,–,109,–,–,–,–,–,–,14900000,8870000,17900,17900000,–,–
HSS,HSS177.8X127X4.8,21.6,0.0,2570,–,–,114,–,–,–,–,–,–,11600000,6910000,13700,13700000,–,–
HSS,HSS177.8X127X3.2,14.7,0.0,1740,–,–,118,–,–,–,–,–,–,8030000,4830000,9370,9370000,–,–
HSS,HSS177.8X101.6X12.7,47.2,0.0,5680,–,–,66.0,–,–,–,–,–,–,21100000,8620000,21000,21000000,–,–
HSS,HSS177.8X101.6X9.5,37.0,0.0,4440,–,–,74.9,–,–,–,–,–,–,17400000,7200000,17100,17100000,–,–
HSS,HSS177.8X101.6X7.9,31.5,0.0,3770,–,–,79.5,–,–,–,–,–,–,15200000,6330000,14700,14700000,–,–
HSS,HSS177.8X101.6X6.4,25.7,0.0,3080,–,–,83.8,–,–,–,–,–,–,12700000,5330000,12200,12200000,–,–
HSS,HSS177.8X101.6X4.8,19.7,0.0,2340,–,–,88.4,–,–,–,–,–,–,9910000,4160000,9450,9450000,–,–
HSS,HSS177.8X101.6X3.2,13.4,0.0,1590,–,–,92.7,–,–,–,–,–,–,6910000,2930000,6490,6490000,–,–
HSS,HSS177.8X76.2X12.7,42.1,0.0,5080,–,–,40.6,–,–,–,–,–,–,16900000,4250000,11900,11900000,–,–
HSS,HSS177.8X76.2X9.5,33.2,0.0,3990,–,–,49.5,–,–,–,–,–,–,14200000,3630000,9950,9950000,–,–
HSS,HSS177.8X76.2X7.9,28.4,0.0,3390,–,–,54.1,–,–,–,–,–,–,12400000,3220000,8700,8700000,–,–
HSS,HSS177.8X76.2X6.4,23.2,0.0,2770,–,–,58.4,–,–,–,–,–,–,10500000,2750000,7280,7280000,–,–
HSS,HSS177.8X76.2X4.8,17.8,0.0,2120,–,–,63.0,–,–,–,–,–,–,8240000,2180000,5700,5700000,–,–
HSS,HSS177.8X76.2X3.2,12.1,0.0,1440,–,–,67.3,–,–,–,–,–,–,5740000,1540000,3950,3950000,–,–
HSS,HSS177.8X50.8X6.4,20.7,0.0,2480,–,–,33.0,–,–,–,–,–,–,8240000,1070000,3310,3310000,–,–
HSS,HSS177.8X50.8X4.8,15.9,0.0,1890,–,–,37.6,–,–,–,–,–,–,6530000,874000,2640,2640000,–,–
HSS,HSS177.8X50.8X3.2,10.9,0.0,1290,–,–,41.9,–,–,–,–,–,–,4620000,633000,1880,1880000,–,–
HSS,HSS152.4X152.4X15.9,62.6,0.1,7550,–,–,108,–,–,–,–,–,–,23000000,23000000,39500,39500000,–,–
HSS,HSS152.4X152.4X12.7,52.2,0.1,6280,–,–,117,–,–,–,–,–,–,20100000,20100000,33800,33800000,–,–
HSS,HSS152.4X152.4X9.5,40.8,0.0,4890,–,–,126,–,–,–,–,–,–,16400000,16400000,26900,26900000,–,–
HSS,HSS152.4X152.4X7.9,34.6,0.0,4150,–,–,130,–,–,–,–,–,–,14300000,14300000,23100,23100000,–,–
HSS,HSS152.4X152.4X6.4,28.3,0.0,3380,–,–,135,–,–,–,–,–,–,11900000,11900000,19000,19000000,–,–
HSS,HSS152.4X152.4X4.8,21.6,0.0,2570,–,–,139,–,–,–,–,–,–,9280000,9280000,14600,14600000,–,–
HSS,HSS152.4X152.4X3.2,14.7,0.0,1740,–,–,144,–,–,–,–,–,–,6450000,6450000,9950,9950000,–,–
HSS,HSS152.4X127X12.7,47.2,0.0,5680,–,–,91.4,–,–,–,–,–,–,17100000,12800000,24900,24900000,–,–
HSS,HSS152.4X127X9.5,37.0,0.0,4440,–,–,100,–,–,–,–,–,–,14100000,10600000,20000,20000000,–,–
HSS,HSS152.4X127X7.9,31.5,0.0,3770,–,–,105,–,–,–,–,–,–,12300000,9280000,17200,17200000,–,–
HSS,HSS152.4X127X6.4,25.7,0.0,3080,–,–,109,–,–,–,–,–,–,10300000,7780000,14200,14200000,–,–
HSS,HSS152.4X127X4.8,19.7,0.0,2340,–,–,114,–,–,–,–,–,–,8030000,6080000,10900,10900000,–,–
HSS,HSS152.4X127X3.2,13.4,0.0,1590,–,–,118,–,–,–,–,–,–,5580000,4250000,7490,7490000,–,–
HSS,HSS152.4X101.6X12.7,42.1,0.0,5080,–,–,66.0,–,–,–,–,–,–,14200000,7410000,16800,16800000,–,–
HSS,HSS152.4X101.6X9.5,33.2,0.0,3990,–,–,74.9,–,–,–,–,–,–,11800000,6200000,13700,13700000,–,–
HSS,HSS152.4X101.6X7.9,28.4,0.0,3390,–,–,79.5,–,–,–,–,–,–,10300000,5490000,11800,11800000,–,–
HSS,HSS152.4X101.6X6.4,23.2,0.0,2770,–,–,83.8,–,–,–,–,–,–,8700000,4620000,9820,9820000,–,–
HSS,HSS152.4X101.6X4.8,17.8,0.0,2120,–,–,88.4,–,–,–,–,–,–,6830000,3650000,7580,7580000,–,–
HSS,HSS152.4X101.6X3.2,12.1,0.0,1440,–,–,92.7,–,–,–,–,–,–,4750000,2560000,5240,5240000,–,–
HSS,HSS152.4X76.2X12.7,37.1,0.0,4480,–,–,40.6,–,–,–,–,–,–,11200000,3620000,9610,9610000,–,–
HSS,HSS152.4X76.2X9.5,29.4,0.0,3540,–,–,49.5,–,–,–,–,–,–,9450000,3110000,8030,8030000,–,–
HSS,HSS152.4X76.2X7.9,25.2,0.0,3020,–,–,54.1,–,–,–,–,–,–,8370000,2780000,7030,7030000,–,–
HSS,HSS152.4X76.2X6.4,20.7,0.0,2480,–,–,58.4,–,–,–,–,–,–,7080000,2370000,5910,5910000,–,–
HSS,HSS152.4X76.2X4.8,15.9,0.0,1890,–,–,63.0,–,–,–,–,–,–,5580000,1890000,4620,4620000,–,–
HSS,HSS152.4X76.2X3.2,10.9,0.0,1290,–,–,67.3,–,–,–,–,–,–,3930000,1340000,3220,3220000,–,–
HSS,HSS152.4X50.8X9.5,25.6,0.0,3080,–,–,24.2,–,–,–,–,–,–,7120000,1150000,3500,3500000,–,–
HSS,HSS152.4X50.8X7.9,22.0,0.0,2650,–,–,28.7,–,–,–,–,–,–,6370000,1050000,3160,3160000,–,–
HSS,HSS152.4X50.8X6.4,18.1,0.0,2170,–,–,33.0,–,–,–,–,–,–,5450000,920000,2730,2730000,–,–
HSS,HSS152.4X50.8X4.8,14.0,0.0,1660,–,–,37.6,–,–,–,–,–,–,4370000,749000,2180,2180000,–,–
HSS,HSS152.4X50.8X3.2,9.59,0.0,1140,–,–,41.9,–,–,–,–,–,–,3090000,545000,1550,1550000,–,–
HSS,HSS139.7X139.7X9.5,37.0,0.0,4440,–,–,113,–,–,–,–,–,–,12400000,12400000,20400,20400000,–,–
HSS,HSS139.7X139.7X7.9,31.5,0.0,3770,–,–,118,–,–,–,–,–,–,10800000,10800000,17600,17600000,–,–
HSS,HSS139.7X139.7X6.4,25.7,0.0,3080,–,–,122,–,–,–,–,–,–,9030000,9030000,14500,14500000,–,–
HSS,HSS139.7X139.7X4.8,19.7,0.0,2340,–,–,126,–,–,–,–,–,–,7080000,7080000,11100,11100000,–,–
HSS,HSS139.7X139.7X3.2,13.4,0.0,1590,–,–,131,–,–,–,–,–,–,4910000,4910000,7620,7620000,–,–
HSS,HSS127X127X12.7,42.1,0.0,5080,–,–,91.4,–,–,–,–,–,–,10800000,10800000,18600,18600000,–,–
HSS,HSS127X127X9.5,33.2,0.0,3990,–,–,100,–,–,–,–,–,–,9030000,9030000,15000,15000000,–,–
HSS,HSS127X127X7.9,28.3,0.0,3390,–,–,105,–,–,–,–,–,–,7910000,7910000,13000,13000000,–,–
HSS,HSS127X127X6.4,23.2,0.0,2770,–,–,109,–,–,–,–,–,–,6660000,6660000,10700,10700000,–,–
HSS,HSS127X127X4.8,17.8,0.0,2120,–,–,114,–,–,–,–,–,–,5240000,5240000,8280,8280000,–,–
HSS,HSS127X127X3.2,12.1,0.0,1440,–,–,118,–,–,–,–,–,–,3660000,3660000,5700,5700000,–,–
HSS,HSS127X101.6X12.7,37.1,0.0,4480,–,–,66.0,–,–,–,–,–,–,8820000,6200000,12600,12600000,–,–
HSS,HSS127X101.6X9.5,29.4,0.0,3540,–,–,74.9,–,–,–,–,–,–,7450000,5240000,10400,10400000,–,–
HSS,HSS127X101.6X7.9,25.2,0.0,3020,–,–,79.5,–,–,–,–,–,–,6580000,4620000,9030,9030000,–,–
HSS,HSS127X101.6X6.4,20.7,0.0,2480,–,–,83.8,–,–,–,–,–,–,5580000,3940000,7490,7490000,–,–
HSS,HSS127X101.6X4.8,15.9,0.0,1890,–,–,88.4,–,–,–,–,–,–,4410000,3110000,5830,5830000,–,–
HSS,HSS127X101.6X3.2,10.9,0.0,1290,–,–,92.7,–,–,–,–,–,–,3090000,2190000,4020,4020000,–,–
HSS,HSS127X76.2X12.7,32.0,0.0,3880,–,–,40.6,–,–,–,–,–,–,6830000,2990000,7330,7330000,–,–
HSS,HSS127X76.2X9.5,25.6,0.0,3080,–,–,49.5,–,–,–,–,–,–,5870000,2600000,6200,6200000,–,–
HSS,HSS127X76.2X7.9,22.0,0.0,2650,–,–,54.1,–,–,–,–,–,–,5240000,2330000,5450,5450000,–,–
HSS,HSS127X76.2X6.4,18.1,0.0,2170,–,–,58.4,–,–,–,–,–,–,4450000,2000000,4580,4580000,–,–
HSS,HSS127X76.2X4.8,14.0,0.0,1660,–,–,63.0,–,–,–,–,–,–,3550000,1600000,3600,3600000,–,–
HSS,HSS127X76.2X3.2,9.59,0.0,1140,–,–,67.3,–,–,–,–,–,–,2510000,1140000,2510,2510000,–,–
HSS,HSS127X63.5X6.4,16.9,0.0,2030,–,–,45.7,–,–,–,–,–,–,3910000,1300000,3300,3300000,–,–
HSS,HSS127X63.5X4.8,13.1,0.0,1550,–,–,50.3,–,–,–,–,–,–,3130000,1050000,2610,2610000,–,–
HSS,HSS127X63.5X3.2,8.96,0.0,1060,–,–,54.6,–,–,–,–,–,–,2220000,758000,1830,1830000,–,–
HSS,HSS127X50.8X9.5,21.8,0.0,2640,–,–,24.2,–,–,–,–,–,–,4330000,949000,2750,2750000,–,–
HSS,HSS127X50.8X7.9,18.8,0.0,2270,–,–,28.7,–,–,–,–,–,–,3890000,874000,2490,2490000,–,–
HSS,HSS127X50.8X6.4,15.6,0.0,1880,–,–,33.0,–,–,–,–,–,–,3360000,766000,2150,2150000,–,–
HSS,HSS127X50.8X4.8,12.1,0.0,1450,–,–,37.6,–,–,–,–,–,–,2710000,629000,1730,1730000,–,–
HSS,HSS127X50.8X3.2,8.33,0.0,994,–,–,41.9,–,–,–,–,–,–,1940000,458000,1230,1230000,–,–
HSS,HSS114.3X114.3X12.7,37.1,0.0,4480,–,–,78.7,–,–,–,–,–,–,7530000,7530000,13000,13000000,–,–
HSS,HSS114.3X114.3X9.5,29.4,0.0,3540,–,–,87.6,–,–,–,–,–,–,6370000,6370000,10700,10700000,–,–
HSS,HSS114.3X114.3X7.9,25.2,0.0,3020,–,–,92.2,–,–,–,–,–,–,5620000,5620000,9280,9280000,–,–
HSS,HSS114.3X114.3X6.4,20.7,0.0,2480,–,–,96.5,–,–,–,–,–,–,4750000,4750000,7700,7700000,–,–
HSS,HSS114.3X114.3X4.8,15.9,0.0,1890,–,–,101,–,–,–,–,–,–,3750000,3750000,5990,5990000,–,–
HSS,HSS114.3X114.3X3.2,10.9,0.0,1290,–,–,105,–,–,–,–,–,–,2640000,2640000,4130,4130000,–,–
HSS,HSS101.6X101.6X12.7,32.0,0.0,3880,–,–,66.0,–,–,–,–,–,–,4950000,4950000,8740,8740000,–,–
HSS,HSS101.6X101.6X9.5,25.6,0.0,3080,–,–,74.9,–,–,–,–,–,–,4290000,4290000,7280,7280000,–,–
HSS,HSS101.6X101.6X7.9,22.0,0.0,2650,–,–,79.5,–,–,–,–,–,–,3800000,3800000,6370,6370000,–,–
HSS,HSS101.6X101.6X6.4,18.1,0.0,2170,–,–,83.8,–,–,–,–,–,–,3250000,3250000,5330,5330000,–,–
HSS,HSS101.6X101.6X4.8,14.0,0.0,1660,–,–,88.4,–,–,–,–,–,–,2580000,2580000,4160,4160000,–,–
HSS,HSS101.6X101.6X3.2,9.59,0.0,1140,–,–,92.7,–,–,–,–,–,–,1830000,1830000,2880,2880000,–,–
HSS,HSS101.6X76.2X9.5,21.8,0.0,2640,–,–,49.5,–,–,–,–,–,–,3300000,2090000,4410,4410000,–,–
HSS,HSS101.6X76.2X7.9,18.8,0.0,2270,–,–,54.1,–,–,–,–,–,–,2970000,1880000,3920,3920000,–,–
HSS,HSS101.6X76.2X6.4,15.6,0.0,1880,–,–,58.4,–,–,–,–,–,–,2560000,1630000,3310,3310000,–,–
